"STATISTIC","Statistic","TLIST(Q1)","Quarter","C01855V02284","Port","C01713V02044","Region of Trade","UNIT","VALUE"
"TBQ05C02","Goods Received","20193","2019Q3","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C02","Goods Received","20193","2019Q3","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C02","Goods Received","20193","2019Q3","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C02","Goods Received","20193","2019Q3","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","158"
"TBQ05C02","Goods Received","20193","2019Q3","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","6"
"TBQ05C02","Goods Received","20193","2019Q3","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","121"
"TBQ05C02","Goods Received","20193","2019Q3","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","19"
"TBQ05C02","Goods Received","20193","2019Q3","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","3"
"TBQ05C02","Goods Received","20193","2019Q3","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","9"
"TBQ05C02","Goods Received","20193","2019Q3","IEDUB","Dublin","-","All regions of trade","000 Tonnes","4239"
"TBQ05C02","Goods Received","20193","2019Q3","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2807"
"TBQ05C02","Goods Received","20193","2019Q3","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","1221"
"TBQ05C02","Goods Received","20193","2019Q3","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","35"
"TBQ05C02","Goods Received","20193","2019Q3","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","75"
"TBQ05C02","Goods Received","20193","2019Q3","IEDUB","Dublin","5","Coastal trade","000 Tonnes","101"
"TBQ05C02","Goods Received","20193","2019Q3","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","1762"
"TBQ05C02","Goods Received","20193","2019Q3","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","106"
"TBQ05C02","Goods Received","20193","2019Q3","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","718"
"TBQ05C02","Goods Received","20193","2019Q3","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","54"
"TBQ05C02","Goods Received","20193","2019Q3","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","871"
"TBQ05C02","Goods Received","20193","2019Q3","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","13"
"TBQ05C02","Goods Received","20193","2019Q3","IEORK","Cork","-","All regions of trade","000 Tonnes","1470"
"TBQ05C02","Goods Received","20193","2019Q3","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","154"
"TBQ05C02","Goods Received","20193","2019Q3","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","372"
"TBQ05C02","Goods Received","20193","2019Q3","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","11"
"TBQ05C02","Goods Received","20193","2019Q3","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","930"
"TBQ05C02","Goods Received","20193","2019Q3","IEORK","Cork","5","Coastal trade","000 Tonnes","3"
"TBQ05C02","Goods Received","20193","2019Q3","IEROS","Rosslare","-","All regions of trade","000 Tonnes","234"
"TBQ05C02","Goods Received","20193","2019Q3","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","196"
"TBQ05C02","Goods Received","20193","2019Q3","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","37"
"TBQ05C02","Goods Received","20193","2019Q3","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C02","Goods Received","20193","2019Q3","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C02","Goods Received","20193","2019Q3","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C02","Goods Received","20193","2019Q3","IEWAT","Waterford","-","All regions of trade","000 Tonnes","244"
"TBQ05C02","Goods Received","20193","2019Q3","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","8"
"TBQ05C02","Goods Received","20193","2019Q3","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","155"
"TBQ05C02","Goods Received","20193","2019Q3","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","11"
"TBQ05C02","Goods Received","20193","2019Q3","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","69"
"TBQ05C02","Goods Received","20193","2019Q3","IEWAT","Waterford","5","Coastal trade","000 Tonnes","0"
"TBQ05C02","Goods Received","20194","2019Q4","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","8437"
"TBQ05C02","Goods Received","20194","2019Q4","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","3194"
"TBQ05C02","Goods Received","20194","2019Q4","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","3018"
"TBQ05C02","Goods Received","20194","2019Q4","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","482"
"TBQ05C02","Goods Received","20194","2019Q4","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","1566"
"TBQ05C02","Goods Received","20194","2019Q4","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","176"
"TBQ05C02","Goods Received","20194","2019Q4","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","111"
"TBQ05C02","Goods Received","20194","2019Q4","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes",""
"TBQ05C02","Goods Received","20194","2019Q4","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes","70"
"TBQ05C02","Goods Received","20194","2019Q4","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes","41"
"TBQ05C02","Goods Received","20194","2019Q4","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C02","Goods Received","20194","2019Q4","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C02","Goods Received","20194","2019Q4","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","251"
"TBQ05C02","Goods Received","20194","2019Q4","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","16"
"TBQ05C02","Goods Received","20194","2019Q4","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","195"
"TBQ05C02","Goods Received","20194","2019Q4","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","26"
"TBQ05C02","Goods Received","20194","2019Q4","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","10"
"TBQ05C02","Goods Received","20194","2019Q4","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","3"
"TBQ05C02","Goods Received","20194","2019Q4","IEDUB","Dublin","-","All regions of trade","000 Tonnes","4244"
"TBQ05C02","Goods Received","20194","2019Q4","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2678"
"TBQ05C02","Goods Received","20194","2019Q4","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","1173"
"TBQ05C02","Goods Received","20194","2019Q4","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","144"
"TBQ05C02","Goods Received","20194","2019Q4","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","108"
"TBQ05C02","Goods Received","20194","2019Q4","IEDUB","Dublin","5","Coastal trade","000 Tonnes","141"
"TBQ05C02","Goods Received","20194","2019Q4","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","1753"
"TBQ05C02","Goods Received","20194","2019Q4","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","141"
"TBQ05C02","Goods Received","20194","2019Q4","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","791"
"TBQ05C02","Goods Received","20194","2019Q4","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","127"
"TBQ05C02","Goods Received","20194","2019Q4","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","667"
"TBQ05C02","Goods Received","20194","2019Q4","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","28"
"TBQ05C02","Goods Received","20194","2019Q4","IEORK","Cork","-","All regions of trade","000 Tonnes","1445"
"TBQ05C02","Goods Received","20194","2019Q4","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","171"
"TBQ05C02","Goods Received","20194","2019Q4","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","481"
"TBQ05C02","Goods Received","20194","2019Q4","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","115"
"TBQ05C02","Goods Received","20194","2019Q4","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","674"
"TBQ05C02","Goods Received","20194","2019Q4","IEORK","Cork","5","Coastal trade","000 Tonnes","5"
"TBQ05C02","Goods Received","20194","2019Q4","IEROS","Rosslare","-","All regions of trade","000 Tonnes","206"
"TBQ05C02","Goods Received","20194","2019Q4","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","169"
"TBQ05C02","Goods Received","20194","2019Q4","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","37"
"TBQ05C02","Goods Received","20194","2019Q4","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C02","Goods Received","20194","2019Q4","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C02","Goods Received","20194","2019Q4","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C02","Goods Received","20194","2019Q4","IEWAT","Waterford","-","All regions of trade","000 Tonnes","426"
"TBQ05C02","Goods Received","20194","2019Q4","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","19"
"TBQ05C02","Goods Received","20194","2019Q4","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","271"
"TBQ05C02","Goods Received","20194","2019Q4","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","29"
"TBQ05C02","Goods Received","20194","2019Q4","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","107"
"TBQ05C02","Goods Received","20194","2019Q4","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C02","Goods Received","20201","2020Q1","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","8289"
"TBQ05C02","Goods Received","20201","2020Q1","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","3034"
"TBQ05C02","Goods Received","20201","2020Q1","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","2789"
"TBQ05C02","Goods Received","20201","2020Q1","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","377"
"TBQ05C02","Goods Received","20201","2020Q1","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","1880"
"TBQ05C02","Goods Received","20201","2020Q1","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","210"
"TBQ05C02","Goods Received","20201","2020Q1","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","214"
"TBQ05C02","Goods Received","20201","2020Q1","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","30"
"TBQ05C02","Goods Received","20201","2020Q1","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes","184"
"TBQ05C02","Goods Received","20201","2020Q1","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C02","Goods Received","20201","2020Q1","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C02","Goods Received","20201","2020Q1","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C02","Goods Received","20201","2020Q1","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","204"
"TBQ05C02","Goods Received","20201","2020Q1","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","11"
"TBQ05C02","Goods Received","20201","2020Q1","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","148"
"TBQ05C02","Goods Received","20201","2020Q1","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","20"
"TBQ05C02","Goods Received","20201","2020Q1","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","22"
"TBQ05C02","Goods Received","20201","2020Q1","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","2"
"TBQ05C02","Goods Received","20201","2020Q1","IEDUB","Dublin","-","All regions of trade","000 Tonnes","4120"
"TBQ05C02","Goods Received","20201","2020Q1","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2545"
"TBQ05C02","Goods Received","20201","2020Q1","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","1300"
"TBQ05C02","Goods Received","20201","2020Q1","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","95"
"TBQ05C02","Goods Received","20201","2020Q1","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","32"
"TBQ05C02","Goods Received","20201","2020Q1","IEDUB","Dublin","5","Coastal trade","000 Tonnes","148"
"TBQ05C02","Goods Received","20201","2020Q1","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","1728"
"TBQ05C02","Goods Received","20201","2020Q1","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","132"
"TBQ05C02","Goods Received","20201","2020Q1","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","474"
"TBQ05C02","Goods Received","20201","2020Q1","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","77"
"TBQ05C02","Goods Received","20201","2020Q1","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","993"
"TBQ05C02","Goods Received","20201","2020Q1","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","52"
"TBQ05C02","Goods Received","20201","2020Q1","IEORK","Cork","-","All regions of trade","000 Tonnes","1456"
"TBQ05C02","Goods Received","20201","2020Q1","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","141"
"TBQ05C02","Goods Received","20201","2020Q1","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","380"
"TBQ05C02","Goods Received","20201","2020Q1","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","126"
"TBQ05C02","Goods Received","20201","2020Q1","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","801"
"TBQ05C02","Goods Received","20201","2020Q1","IEORK","Cork","5","Coastal trade","000 Tonnes","8"
"TBQ05C02","Goods Received","20201","2020Q1","IEROS","Rosslare","-","All regions of trade","000 Tonnes","209"
"TBQ05C02","Goods Received","20201","2020Q1","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","162"
"TBQ05C02","Goods Received","20201","2020Q1","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","47"
"TBQ05C02","Goods Received","20201","2020Q1","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C02","Goods Received","20201","2020Q1","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C02","Goods Received","20201","2020Q1","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C02","Goods Received","20201","2020Q1","IEWAT","Waterford","-","All regions of trade","000 Tonnes","359"
"TBQ05C02","Goods Received","20201","2020Q1","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","12"
"TBQ05C02","Goods Received","20201","2020Q1","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","256"
"TBQ05C02","Goods Received","20201","2020Q1","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","58"
"TBQ05C02","Goods Received","20201","2020Q1","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","32"
"TBQ05C02","Goods Received","20201","2020Q1","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C02","Goods Received","20202","2020Q2","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","7118"
"TBQ05C02","Goods Received","20202","2020Q2","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2456"
"TBQ05C02","Goods Received","20202","2020Q2","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","2382"
"TBQ05C02","Goods Received","20202","2020Q2","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","376"
"TBQ05C02","Goods Received","20202","2020Q2","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","1744"
"TBQ05C02","Goods Received","20202","2020Q2","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","160"
"TBQ05C02","Goods Received","20202","2020Q2","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","340"
"TBQ05C02","Goods Received","20202","2020Q2","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","."
"TBQ05C02","Goods Received","20202","2020Q2","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes","67"
"TBQ05C02","Goods Received","20202","2020Q2","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes","65"
"TBQ05C02","Goods Received","20202","2020Q2","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","207"
"TBQ05C02","Goods Received","20202","2020Q2","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes","."
"TBQ05C02","Goods Received","20202","2020Q2","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","135"
"TBQ05C02","Goods Received","20202","2020Q2","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","13"
"TBQ05C02","Goods Received","20202","2020Q2","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","109"
"TBQ05C02","Goods Received","20202","2020Q2","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","7"
"TBQ05C02","Goods Received","20202","2020Q2","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","5"
"TBQ05C02","Goods Received","20202","2020Q2","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","1"
"TBQ05C02","Goods Received","20202","2020Q2","IEDUB","Dublin","-","All regions of trade","000 Tonnes","3220"
"TBQ05C02","Goods Received","20202","2020Q2","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2192"
"TBQ05C02","Goods Received","20202","2020Q2","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","866"
"TBQ05C02","Goods Received","20202","2020Q2","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","17"
"TBQ05C02","Goods Received","20202","2020Q2","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","4"
"TBQ05C02","Goods Received","20202","2020Q2","IEDUB","Dublin","5","Coastal trade","000 Tonnes","140"
"TBQ05C02","Goods Received","20202","2020Q2","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","1627"
"TBQ05C02","Goods Received","20202","2020Q2","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","118"
"TBQ05C02","Goods Received","20202","2020Q2","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","699"
"TBQ05C02","Goods Received","20202","2020Q2","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","48"
"TBQ05C02","Goods Received","20202","2020Q2","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","745"
"TBQ05C02","Goods Received","20202","2020Q2","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","17"
"TBQ05C02","Goods Received","20202","2020Q2","IEORK","Cork","-","All regions of trade","000 Tonnes","1354"
"TBQ05C02","Goods Received","20202","2020Q2","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","75"
"TBQ05C02","Goods Received","20202","2020Q2","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","394"
"TBQ05C02","Goods Received","20202","2020Q2","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","161"
"TBQ05C02","Goods Received","20202","2020Q2","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","723"
"TBQ05C02","Goods Received","20202","2020Q2","IEORK","Cork","5","Coastal trade","000 Tonnes","2"
"TBQ05C02","Goods Received","20202","2020Q2","IEROS","Rosslare","-","All regions of trade","000 Tonnes","58"
"TBQ05C02","Goods Received","20202","2020Q2","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","44"
"TBQ05C02","Goods Received","20202","2020Q2","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","14"
"TBQ05C02","Goods Received","20202","2020Q2","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes","."
"TBQ05C02","Goods Received","20202","2020Q2","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes","."
"TBQ05C02","Goods Received","20202","2020Q2","IEROS","Rosslare","5","Coastal trade","000 Tonnes","."
"TBQ05C02","Goods Received","20202","2020Q2","IEWAT","Waterford","-","All regions of trade","000 Tonnes","384"
"TBQ05C02","Goods Received","20202","2020Q2","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","13"
"TBQ05C02","Goods Received","20202","2020Q2","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","233"
"TBQ05C02","Goods Received","20202","2020Q2","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","79"
"TBQ05C02","Goods Received","20202","2020Q2","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","59"
"TBQ05C02","Goods Received","20202","2020Q2","IEWAT","Waterford","5","Coastal trade","000 Tonnes","."
"TBQ05C02","Goods Received","20203","2020Q3","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","8057"
"TBQ05C02","Goods Received","20203","2020Q3","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2953"
"TBQ05C02","Goods Received","20203","2020Q3","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","2920"
"TBQ05C02","Goods Received","20203","2020Q3","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","444"
"TBQ05C02","Goods Received","20203","2020Q3","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","1584"
"TBQ05C02","Goods Received","20203","2020Q3","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","155"
"TBQ05C02","Goods Received","20203","2020Q3","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","209"
"TBQ05C02","Goods Received","20203","2020Q3","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","209"
"TBQ05C02","Goods Received","20203","2020Q3","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C02","Goods Received","20203","2020Q3","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C02","Goods Received","20203","2020Q3","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C02","Goods Received","20203","2020Q3","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C02","Goods Received","20203","2020Q3","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","179"
"TBQ05C02","Goods Received","20203","2020Q3","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","17"
"TBQ05C02","Goods Received","20203","2020Q3","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","122"
"TBQ05C02","Goods Received","20203","2020Q3","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","39"
"TBQ05C02","Goods Received","20203","2020Q3","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C02","Goods Received","20203","2020Q3","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","1"
"TBQ05C02","Goods Received","20203","2020Q3","IEDUB","Dublin","-","All regions of trade","000 Tonnes","4149"
"TBQ05C02","Goods Received","20203","2020Q3","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2560"
"TBQ05C02","Goods Received","20203","2020Q3","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","1321"
"TBQ05C02","Goods Received","20203","2020Q3","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","90"
"TBQ05C02","Goods Received","20203","2020Q3","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","43"
"TBQ05C02","Goods Received","20203","2020Q3","IEDUB","Dublin","5","Coastal trade","000 Tonnes","134"
"TBQ05C02","Goods Received","20203","2020Q3","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","1757"
"TBQ05C02","Goods Received","20203","2020Q3","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","85"
"TBQ05C02","Goods Received","20203","2020Q3","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","806"
"TBQ05C02","Goods Received","20203","2020Q3","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","79"
"TBQ05C02","Goods Received","20203","2020Q3","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","768"
"TBQ05C02","Goods Received","20203","2020Q3","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","19"
"TBQ05C02","Goods Received","20203","2020Q3","IEORK","Cork","-","All regions of trade","000 Tonnes","1385"
"TBQ05C02","Goods Received","20203","2020Q3","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","78"
"TBQ05C02","Goods Received","20203","2020Q3","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","390"
"TBQ05C02","Goods Received","20203","2020Q3","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","194"
"TBQ05C02","Goods Received","20203","2020Q3","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","720"
"TBQ05C02","Goods Received","20203","2020Q3","IEORK","Cork","5","Coastal trade","000 Tonnes","2"
"TBQ05C02","Goods Received","20203","2020Q3","IEROS","Rosslare","-","All regions of trade","000 Tonnes",""
"TBQ05C02","Goods Received","20203","2020Q3","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes",""
"TBQ05C02","Goods Received","20203","2020Q3","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C02","Goods Received","20203","2020Q3","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C02","Goods Received","20203","2020Q3","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C02","Goods Received","20203","2020Q3","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C02","Goods Received","20203","2020Q3","IEWAT","Waterford","-","All regions of trade","000 Tonnes","378"
"TBQ05C02","Goods Received","20203","2020Q3","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","4"
